source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_4Z2WnOB3a21VXx8UHZez59D_yVJsgoyvecwcZrEjDtw.css?delta=5&amp;language=en&amp;theme=mmfa_theme&amp;include=eJxtUu1uwyAMfKGQSHuhygGXeAPMwPTj7eukkwZt_4B8NvbdmXqvgnFZoeKUCwvLPePiA68QphjPcJINIy5nTlJ74L0EHQkXgmAC1bG4ZhZBZyzkoUdpSchymjyzD3gS8IuXOIbgX-MZvuE29Ge7z41KAfRMbeAVgYKp5FMbplcSNIE9jzpZsEwZCvgCeauLKy1DmP-RuaXcVtW4oeufOhAMlNBYjhmsfPbmQ1JQ3S9qTnGjaXio0rXo4LjfceBa0QpxMkISsE8kFqvkzF_BdCG81uU458iuaXUPvbqZwasFHQCVHJo1sP155z0wkoLKdN9_DwfzpTtIHzRftXEPbxxxH99jTSiQ3E2CC3k4BPWNCiZHyb-tvSIUu5mVB214y1zRnblEsL9Nv8uzbiCB4JRb5JVGX5-J6fhmGBRJsvTBSR2C8AC1IUh2
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/media-matters-studies-climate-change-coverage/broadcast-tv-news-mentioned-solutions-23-its-climate
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/deadline-white-house-angelo-carusone-describes-how-project-2025-laid-groundwork-trump-install
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/numbers-trump-snubs-legacy-media-data-shows-his-press-briefings-elevate-right-wing
https://www.mediamatters.org/	https://www.mediamatters.org/daily-wire/daily-wire-host-civil-rights-are-just-leftism-blackface
https://www.mediamatters.org/	https://www.mediamatters.org/ben-shapiro/ben-shapiro-defends-trump-administration-after-judge-noted-two-year-old-us-citizen-may
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-kilmar-abrego-garcia-it-so-obvious-me-guy-deserves-what-he-got
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-reacts-fbi-arrest-wisconsin-judge-may-be-signs-incoming-crackdown-what-trump
https://www.mediamatters.org/	https://www.mediamatters.org/tariffs-trade/fox-anchor-dana-perino-small-business-owners-have-real-concerns-about-losing-their
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/comprehensive-review-revolving-door-between-fox-and-second-trump-administration
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/newsmax-host-if-he-talks-about-2028-suddenly-hes-not-lame-duck
https://www.mediamatters.org/	https://www.mediamatters.org/#audio
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-tariff-war-started-canada
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-responds-atlanta-shooting-calling-guys-guns-inside-schools
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/antisemitism/gop-backed-house-nominee-lily-tang-williams-posted-false-claim-jewish-people-gave
https://www.mediamatters.org/	https://www.mediamatters.org/alex-jones/alex-jones-i-think-its-way-more-dangerous-trump-saying-were-looking-deporting-citizens
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_FgqYZHoHiZI29W41dy6R4LNQCJZCwvvKIt7UbFM15ng.css?delta=0&amp;language=en&amp;theme=mmfa_theme&amp;include=eJxtUu1uwyAMfKGQSHuhygGXeAPMwPTj7eukkwZt_4B8NvbdmXqvgnFZoeKUCwvLPePiA68QphjPcJINIy5nTlJ74L0EHQkXgmAC1bG4ZhZBZyzkoUdpSchymjyzD3gS8IuXOIbgX-MZvuE29Ge7z41KAfRMbeAVgYKp5FMbplcSNIE9jzpZsEwZCvgCeauLKy1DmP-RuaXcVtW4oeufOhAMlNBYjhmsfPbmQ1JQ3S9qTnGjaXio0rXo4LjfceBa0QpxMkISsE8kFqvkzF_BdCG81uU458iuaXUPvbqZwasFHQCVHJo1sP155z0wkoLKdN9_DwfzpTtIHzRftXEPbxxxH99jTSiQ3E2CC3k4BPWNCiZHyb-tvSIUu5mVB214y1zRnblEsL9Nv8uzbiCB4JRb5JVGX5-J6fhmGBRJsvTBSR2C8AC1IUh2
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_landscape.png
https://regex101.com/	https://fonts.gstatic.com
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_portrait.png
https://regex101.com/	https://turnonjs.com
https://regex101.com/	https://regex101.com/
https://regex101.com/	https://regex101.com/static/assets/icon-152.png
https://regex101.com/	https://regex101.com/static/quickref.9560fc72dcbcb855b564.chunk.js
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-72.png
https://regex101.com/	https://regex101.com/account/mine
https://regex101.com/	https://regex101.com/static/assets/icon-76.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-57.png
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_landscape.png
https://regex101.com/	https://regex101.com/debugger
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_landscape.png
https://regex101.com/	https://regex101.com/static/23.a37efa490370e3128828.css
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_portrait.png
https://regex101.com/	https://fonts.googleapis.com/css2?family=Open+Sans:ital,wght@0,300;0,400;0,600;0,700;1,400&family=Source+Code+Pro:wght@400;500;700&display=swap
https://regex101.com/	https://regex101.com/codegen?language=php
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-180.png
https://regex101.com/	https://regex101.com/static/assets/icon-32.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8_Plus__iPhone_7_Plus__iPhone_6s_Plus__iPhone_6_Plus_portrait.png
https://regex101.com/	https://regex101.com/static/assets/9.7__iPad_Pro__7.9__iPad_mini__9.7__iPad_Air__9.7__iPad_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-114.png
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-192.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-60.png
https://regex101.com/	https://regex101.com
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8_Plus__iPhone_7_Plus__iPhone_6s_Plus__iPhone_6_Plus_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_landscape.png
https://regex101.com/	https://regex101.com/quiz
https://regex101.com/	https://digidib.dev/docs/regex101/sponsors/
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_portrait.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-120.png
https://regex101.com/	https://regex101.com/settings/general
https://regex101.com/	https://regex101.com/static/assets/9.7__iPad_Pro__7.9__iPad_mini__9.7__iPad_Air__9.7__iPad_portrait.png
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://regex101.com/static/67.7a08e53f4cbe0280b2fa.css
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_portrait.png
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_portrait.png
https://regex101.com/	https://fonts.googleapis.com
https://regex101.com/	https://regex101.com/static/assets/icon-96.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/static/assets/icon-144.png
https://regex101.com/	https://regex101.com/static/assets/icon-16.png
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_landscape.png
https://regex101.com/	http://browsehappy.com/
https://regex101.com/	https://regex101.com/static/vendors-accountPage-quickref.08c9181b288c969dc941.chunk.js
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_portrait.png
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-defends-cutting-federal-funding-cancer-research-thats-where-private
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-many-justifications-extending-trumps-tax-cut-wealthy
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/inside-project-2025s-attack-reproductive-rights
https://www.mediamatters.org/	https://www.mediamatters.org/tariffs-trade
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/trumps-push-bring-back-coal-finds-support-right-wing-media
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/russ-vought/trump-set-appoint-project-2025-architect-russ-vought-office-management-and-budget
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/greg-kelly/newsmaxs-greg-kelly-22nd-amendment-about-not-being-able-run-third-term-just-might-be
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/#rss
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/jesse-watters-his-co-host-after-she-notes-oklahoma-family-mistakenly-raided-ice-no-one
https://www.mediamatters.org/	https://www.mediamatters.org/michael-knowles/maga-media-take-credit-stirring-capitol-hill-bathroom-controversy
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-has-aired-least-56-segments-about-biden-administrations-20-billion-climate
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/#article
